Date,BTC,MSTR
2024-03-20,67913.671875,154.65199279785156
2024-03-21,65491.390625,159.9290008544922
2024-03-22,63778.76171875,152.3000030517578
2024-03-25,69958.8125,185.60000610351562
2024-03-26,69987.8359375,187.69900512695312
2024-03-27,69455.34375,191.91600036621094
2024-03-28,70744.953125,170.45599365234375
2024-04-01,69702.1484375,163.6739959716797
2024-04-02,65446.97265625,157.88299560546875
2024-04-03,65980.8125,160.61099243164062
2024-04-04,68508.84375,161.54200744628906
2024-04-05,67837.640625,143.89999389648438
2024-04-08,71631.359375,151.2989959716797
2024-04-09,69139.015625,144.1020050048828
2024-04-10,70587.8828125,156.60000610351562
2024-04-11,70060.609375,155.18099975585938
2024-04-12,67195.8671875,147.95799255371094
2024-04-15,63426.2109375,133.58799743652344
2024-04-16,63811.86328125,125.40299987792969
2024-04-17,61276.69140625,118.80500030517578
2024-04-18,63512.75390625,120.81600189208984
2024-04-19,63843.5703125,117.41100311279297
2024-04-22,66837.6796875,132.4010009765625
2024-04-23,66407.2734375,133.86399841308594
2024-04-24,64276.8984375,126.56700134277344
2024-04-25,64481.70703125,124.04100036621094
2024-04-26,63755.3203125,128.23800659179688
2024-04-29,63841.12109375,129.2969970703125
2024-04-30,60636.85546875,106.50299835205078
2024-05-01,58254.01171875,102.8270034790039
2024-05-02,59123.43359375,112.94200134277344
2024-05-03,62889.8359375,122.3010025024414
2024-05-06,63161.94921875,126.88099670410156
2024-05-07,62334.81640625,125.74500274658203
2024-05-08,61187.94140625,123.31199645996094
2024-05-09,63049.9609375,126.36399841308594
2024-05-10,60792.77734375,118.0479965209961
2024-05-13,62901.44921875,124.59600067138672
2024-05-14,61552.7890625,129.76300048828125
2024-05-15,66267.4921875,150.3470001220703
2024-05-16,65231.58203125,143.9980010986328
2024-05-17,67051.875,158.4499969482422
2024-05-20,71448.1953125,172.7239990234375
2024-05-21,70136.53125,165.54200744628906
2024-05-22,69122.3359375,164.6999969482422
2024-05-23,67929.5625,154.40699768066406
2024-05-24,68526.1015625,168.48399353027344
2024-05-28,68296.21875,167.53500366210938
2024-05-29,67578.09375,161.8699951171875
2024-05-30,68364.9921875,154.10000610351562
2024-05-31,67491.4140625,152.44900512695312
2024-06-03,68804.78125,162.74099731445312
2024-06-04,70567.765625,163.8769989013672
2024-06-05,71082.8203125,169.468994140625
2024-06-06,70757.1640625,165.66299438476562
2024-06-07,69342.5859375,159.6199951171875
2024-06-10,69512.28125,159.99200439453125
2024-06-11,67332.03125,155.5489959716797
2024-06-12,68241.1875,160.36700439453125
2024-06-13,66756.3984375,148.38800048828125
2024-06-14,66011.09375,149.5540008544922
2024-06-17,66490.296875,150.7259979248047
2024-06-18,65140.74609375,146.9429931640625
2024-06-20,64828.65625,146.5399932861328
2024-06-21,64096.19921875,148.37600708007812
2024-06-24,60277.4140625,137.21499633789062
2024-06-25,61804.640625,149.57400512695312
2024-06-26,60811.27734375,145.7729949951172
2024-06-27,61604.80078125,152.5399932861328
2024-06-28,60320.13671875,137.7480010986328
2024-07-01,62851.98046875,136.5970001220703
2024-07-02,62029.015625,132.0189971923828
2024-07-03,60173.921875,130.20899963378906
2024-07-05,56662.375,128.1719970703125
2024-07-08,56705.09765625,129.05799865722656
2024-07-09,58009.2265625,130.177001953125
2024-07-10,57742.49609375,130.57200622558594
2024-07-11,57344.9140625,135.8560028076172
2024-07-12,57899.46484375,139.67599487304688
2024-07-15,64870.15234375,161.1280059814453
2024-07-16,65097.1484375,166.42999267578125
2024-07-17,64118.79296875,159.0
2024-07-18,63974.06640625,155.51600646972656
2024-07-19,66710.15625,177.85000610351562
2024-07-22,67585.25,180.00900268554688
2024-07-23,65927.671875,172.177001953125
2024-07-24,65372.1328125,167.2689971923828
2024-07-25,65777.2265625,160.64700317382812
2024-07-26,67912.0625,175.27099609375
2024-07-29,66819.9140625,168.48500061035156
2024-07-30,66201.015625,160.40699768066406
2024-07-31,64619.25,161.44400024414062
2024-08-01,65357.5,151.18099975585938
2024-08-02,61415.06640625,144.7989959716797
2024-08-05,53991.45703125,130.89999389648438
2024-08-06,56034.31640625,136.92100524902344
2024-08-07,55027.4609375,124.68499755859375
2024-08-08,61710.13671875,135.99000549316406
2024-08-09,60880.11328125,135.3699951171875
2024-08-12,59354.515625,131.4600067138672
2024-08-13,60609.56640625,135.3800048828125
